id,week,ro_number,tech_initials,build_type,date_reviewed,labor_hours_billed,labor_hours_correct,parts_cost,total_estimated_cost,high_cost_flag,notes,labor_rate,labor_cost_billed,labor_cost_correct,cost_overcharge,issue_severity,action_quality,severity_score,op_risk_bucket,cost_per_hour_over,tech_incident_count,tech_cost_share,category_frequency,category_Incorrect Labor Time,category_Overlapping Labor,category_Unnecessary Repair,action_taken_Coaching Only,action_taken_Declined,action_taken_No Action,operation_group_Alignment,operation_group_Brakes,operation_group_Diagnostics,operation_group_Electrical,operation_group_Engine,operation_group_Interior,operation_group_Maintenance,operation_group_Noise / Rattle,operation_group_Steering,operation_group_Suspension,operation_group_TPMS,tpi
179,1,2343006,MM,Retail,1/5/2025,1.0,0.9,389.78,479.78,No,Incorrect Labor Time on TPMS work; review labor guide and WIP usage.,90,90,81,9,Low,Corrected,1,Low-Risk,10.0,4,0.019003931847968544,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.25
180,1,2343055,AL,Production,1/1/2025,0.4,0.3,141.46,177.46,No,Incorrect Labor Time on Diagnostics work; review labor guide and WIP usage.,90,36,27,9,Low,Corrected,1,Low-Risk,30.0,9,0.035386631716906945,72,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
181,3,2343170,CS,Retail,1/17/2025,0.4,0.3,370.17,406.17,Yes,High Cost Repair on Diagnostics work; review labor guide and WIP usage.,90,36,27,9,Low,Corrected,1,Low-Risk,30.0,7,0.039318479685452164,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.2857142857142858
182,3,2343180,FF,Retail,1/17/2025,2.1,2.0,11.41,200.41,No,Incorrect Labor Time on Interior work; review labor guide and WIP usage.,90,189,180,9,Low,Unaddressed,1,Low-Risk,4.5,12,0.0727391874180865,72,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.75
183,4,2343261,JD,Production,1/27/2025,3.2,3.1,369.84,657.84,Yes,Incorrect Labor Time on Suspension work; review labor guide and WIP usage.,90,288,279,9,Low,Corrected,1,Low-Risk,2.903225806451613,7,0.03407601572739188,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.2857142857142858
184,4,2343278,DF,Production,1/28/2025,0.4,0.3,19.42,55.42,No,Used full R&R rotor and pad labor instead of combo labor (3.2/2.3).,90,36,27,9,Low,Unaddressed,1,High-Risk,30.0,12,0.06946264744429882,72,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.75
185,5,2343301,LP,Production,2/4/2025,0.4,0.3,364.75,400.75,No,Incorrect Labor Time on Suspension work; review labor guide and WIP usage.,90,36,27,9,Low,Unaddressed,1,Low-Risk,30.0,10,0.04980340760157274,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.9
186,5,2343339,RL,Production,2/2/2025,1.3,1.2,58.0,175.0,No,Retail diagnostic labor (0.7/0.3) used instead of production WIP line.,90,117,108,9,Low,Corrected,1,Low-Risk,7.5,16,0.08453473132372215,72,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5625
187,6,2343409,CH,Retail,2/6/2025,2.5,2.4,151.47,376.47,Yes,High Cost Repair on Steering work; review labor guide and WIP usage.,90,225,216,9,Low,Unaddressed,1,Low-Risk,3.75,12,0.05832241153342071,30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.75
188,6,2343374,JD,Retail,2/9/2025,0.4,0.3,95.15,131.15,No,Incorrect Labor Time on Diagnostics work; review labor guide and WIP usage.,90,36,27,9,Low,Unaddressed,1,Low-Risk,30.0,7,0.03407601572739188,72,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.2857142857142858
189,7,2343496,AL,Production,2/13/2025,0.4,0.3,80.12,116.12,No,Incorrect Labor Time on TPMS work; review labor guide and WIP usage.,90,36,27,9,Low,Unaddressed,1,Low-Risk,30.0,9,0.035386631716906945,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
190,8,2343549,CM,Retail,2/19/2025,0.4,0.3,243.74,279.74,No,Unnecessary Repair on AC / HVAC work; review labor guide and WIP usage.,90,36,27,9,Low,Unaddressed,1,Low-Risk,30.0,10,0.05701179554390563,47,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.9
191,4,2343279,RB,Production,1/25/2025,4.5,4.4,249.23,654.23,Yes,High Cost Repair on Electrical work; review labor guide and WIP usage.,90,405,396,9,Low,Corrected,1,High-Risk,2.0454545454545454,11,0.03669724770642202,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8181818181818182
192,5,2343283,FF,Production,1/29/2025,4.1,4.0,126.43,495.43,No,Overlapping Labor on TPMS work; review labor guide and WIP usage.,90,369,360,9,Low,Corrected,1,Low-Risk,2.25,12,0.0727391874180865,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.75
193,2,2343098,RN,Production,1/9/2025,3.1,3.1,230.44,509.44,No,Incorrect Labor Time on Alignment work; review labor guide and WIP usage.,90,279,279,0,Low,Corrected,0,Low-Risk,0.0,8,0.028833551769331587,72,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0
194,2,2343123,KM,Production,1/14/2025,0.3,0.3,298.58,325.58,No,Incorrect Labor Time on Steering work; review labor guide and WIP usage.,90,27,27,0,Low,Corrected,0,Low-Risk,0.0,11,0.057667103538663174,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
195,3,2343206,JC,Production,1/19/2025,3.0,3.0,263.6,533.6,No,Incorrect Labor Time on Steering work; review labor guide and WIP usage.,90,270,270,0,Low,Unaddressed,0,Low-Risk,0.0,6,0.026867627785058978,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0
196,4,2343218,RL,Retail,1/24/2025,0.7,0.7,42.5,105.5,No,Overlapping Labor on TPMS work; review labor guide and WIP usage.,90,63,63,0,Low,Corrected,0,Low-Risk,0.0,16,0.08453473132372215,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
197,4,2343268,JG,Production,1/22/2025,2.4,2.4,210.9,426.9,No,Incorrect Labor Time on TPMS work; review labor guide and WIP usage.,90,216,216,0,Low,Unaddressed,0,Low-Risk,0.0,10,0.04849279161205767,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0
198,7,2343489,GM,Production,2/15/2025,3.7,3.7,150.07,483.07,No,Used full R&R rotor and pad labor instead of combo labor (1.6/0.7).,90,333,333,0,Low,Corrected,0,High-Risk,0.0,5,0.026867627785058978,72,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
199,8,2343534,TB,Production,2/25/2025,1.2,1.2,81.65,189.65,No,Incorrect Labor Time on AC / HVAC work; review labor guide and WIP usage.,90,108,108,0,Low,Corrected,0,Low-Risk,0.0,10,0.047182175622542594,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
200,8,2343552,LP,Retail,2/21/2025,1.4,1.4,411.43,537.43,No,Full R&R door panel labor used instead of R&I for switch access (0.7/0.3).,90,126,126,0,Low,Corrected,0,High-Risk,0.0,10,0.04980340760157274,72,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
201,8,2343556,RB,Production,2/20/2025,0.3,0.3,405.01,432.01,No,Incorrect Labor Time on Suspension work; review labor guide and WIP usage.,90,27,27,0,Low,Corrected,0,Low-Risk,0.0,11,0.03669724770642202,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
